title;year;duration;genre;rating;votes
Angry Birds Toons;(2013–2018);3 min;Animation, Action, Adventure;61;848
(Un)Well;(2020– );;Documentary;64;1089
Pedal to Metal;(2022);;Action, Drama;68;66
The House of Flowers: The Movie;(2021);86 min;Comedy, Drama;55;875
Surviving Paradise: A Family Tale;(2022);78 min;Documentary;75;653
Ludo;(2015);90 min;Fantasy, Horror, Thriller;28;870
A Chorus Line;;;Drama, Musical;;
The Similars;(2015);89 min;Horror, Mystery, Sci-Fi;58;4142
Chinatown;(TV Movie);;Drama, Thriller;;
DJ Cinderella;(2019);95 min;Family, Music, Romance;46;1091
Norm Macdonald Has a Show;(2018);30 min;Comedy, Talk-Show;85;3643
Missing You;(2012–2013);65 min;Drama, Romance;76;844
King of Boys: The Return of the King;(2021);439 min;Crime, Drama;62;263
Krishna Balram;;;Fantasy;;
Patton Oswalt: We All Scream;(2022);58 min;Documentary, Comedy;54;239
Little Big Women;(2020);123 min;Drama;72;2392
High on the Hog: How African American Cuisine Transformed America;(2021–2022);210 min;Documentary, History;77;711
Barbie: Big City, Big Dreams;(2021 TV Movie);60 min;Animation, Family, Musical;57;331
Death Clique;(2014 TV Movie);83 min;Crime, Drama, Mystery;54;1352
Full Count;(2019);110 min;Drama, Fantasy, Sport;56;664
Travis Scott: Look Mom I Can Fly;(2019);84 min;Documentary, Music;63;4728
Alice in Wonderland;;;Adventure, Family, Fantasy;;
Awake: The Million Dollar Game;(2019);41 min;Game-Show;59;803
Haechi;(2019);35 min;Action, Drama, History;76;301
Habibie & Ainun 3;(2019);121 min;Biography, Drama, Romance;72;320
Staged Killer;(2019);88 min;Thriller;36;319
Ms. Hammurabi;(2018);80 min;Comedy, Drama, Romance;75;590
The Warriors;;;Action, Adventure, Crime;;
45 rpm;(2019);50 min;Drama, Music;72;521
Millennials;(2018– );60 min;Comedy, Drama, Romance;43;164
Amy Schumer: The Leather Special;(2017 TV Special);57 min;Comedy;31;9988
Ask Taktikleri 2;;;Comedy, Romance;;
All the Freckles in the World;(2019);91 min;Comedy, Romance, Sport;52;1313
Noura's Dream;(2019);92 min;Drama;65;401
Naked Among Wolves;(2015 TV Movie);105 min;Drama, History, War;72;4007
Rea(l)ove;(2018– );40 min;Reality-TV;66;224
The Driver;(2014);180 min;Crime, Drama;69;1911
Sword Gai: The Animation;(2018);22 min;Animation, Action, Fantasy;58;950
Men at Work: Miami;(2020);115 min;Comedy;50;767
Mom, Don't Do That!;(2022– );50 min;Comedy, Drama, Romance;61;193
Jenni Rivera: Mariposa de Barrio;(2017– );45 min;Drama, Musical;72;247
1920;(2008);138 min;Horror, Mystery, Romance;64;3555
One Second;(2021);88 min;Comedy, Romance;47;433
House of Bodies;(2016);79 min;Crime, Drama, Thriller;38;6847
Connected: The Hidden Science of Everything;(2020– );45 min;Documentary, Comedy;75;1746
Trial 4;(2020);437 min;Documentary, Crime;74;2124
Consent;;;Drama;;
The Secrets of Emily Blair;(2016);95 min;Horror, Thriller;41;1378
Alma Matters - Inside the IIT Dream;(2021);150 min;Documentary;83;2370
No somos animales;(2013);90 min;Comedy, Drama;49;611
Dead Places;(2021– );45 min;Adventure, Horror, Thriller;63;1462
The Bleeding Edge;(2018);99 min;Documentary;76;2765
"Sing ""Yesterday"" for Me";(2020);23 min;Animation, Drama, Romance;69;778
Agent King;(2022– );;Animation, Action, Comedy;;
The Formula;(III);;Crime, Drama, Sport;;
The Rachel Divide;(2018);100 min;Documentary;63;2600
Görümce;(2016);109 min;Comedy, Family, Romance;50;3229
Choose;(II) (2011);83 min;Crime, Drama, Horror;47;4409
Aliens on the Moon: The Truth Exposed;(2014 TV Movie);86 min;Sci-Fi;34;1025
Street Food: Latin America;(2020);30 min;Documentary;78;1386
The Lighthouse of the Whales;(2016);110 min;Biography, Drama, Romance;67;3942
Inside the Criminal Mind;(2017– );52 min;Documentary, Crime;54;1045
Family Leave;;;Comedy;;
The Waiting Room;(III) (2012);81 min;Documentary;71;858
Hot Skull;(2022);;Adventure, Drama, Mystery;;
Misfit;(2017);86 min;Comedy, Family;43;419
Xiaolin Chronicles;(2013–2015);22 min;Animation, Short, Action;67;1064
The Present;(II) (2020);24 min;Short, Drama;76;3225
Sotus the Series;(2016–2018);;Drama, Romance;79;1672
La mujer que hablaba con los muertos;(2014);102 min;Comedy, Horror;34;39
Exit West;;;Drama, Sci-Fi;;
Nothing in Return;(2015);93 min;Drama;65;2509
Switched;(2018);35 min;Drama, Sci-Fi;71;1460
Cagaster of an Insect Cage;(2020);29 min;Animation, Action, Drama;61;665
Beyblade Burst Surge;(2021);;Animation, Action, Adventure;84;38
Engineering Girls;(2018– );20 min;Comedy, Drama;68;1537
Touchy Feely;(2013);89 min;Comedy, Drama;53;3744
Torrente 4;(2011);93 min;Action, Comedy, Crime;54;5125
Prime Time;(2021);93 min;Drama, Thriller;52;1822
Capturing the Killer Nurse;(2022);;Documentary, Crime;;
Baggio: The Divine Ponytail;(2021);91 min;Biography, Drama, Sport;61;4529
Boss & Me;(2014);45 min;Romance;73;475
Oh Baby;(2019);161 min;Comedy, Drama, Fantasy;74;2454
Elite Short Stories: Patrick;(2021);;Drama;61;758
Quantum Quest: A Cassini Space Odyssey;(2010);50 min;Animation, Adventure, Sci-Fi;50;403
Darc;(2018);97 min;Action, Crime, Thriller;58;4541
Little Boxes;(2016);84 min;Comedy, Drama;59;2046
Trixie Mattel: Moving Parts;(2019);91 min;Documentary;73;2028
Opposites Attract;(2015);90 min;Comedy, Romance;58;994
The Oscars;(2016 TV Special);175 min;Music;64;2159
Who Killed Little Gregory?;(2019);60 min;Documentary, Crime, Mystery;74;3001
My Amanda;(2021);89 min;Drama, Romance;57;320
Untitled Dan Levy Film;;;Comedy, Romance;;
My Perfect Romance;(2018 TV Movie);91 min;Romance;46;3096
Detention;(2020– );50 min;Drama, Horror, Mystery;63;534
The Lying Life of Adults;(2022– );;Drama;;
Nicole Byer: BBW (Big Beautiful Weirdo);(2021 TV Special);65 min;Comedy;57;561
First Class;(2022– );45 min;Reality-TV;25;130
Hasan Minhaj: Homecoming King;(2017 TV Special);73 min;Comedy;82;7306
The House Arrest of Us;(2020–2021);;Comedy, Romance;55;124
Everything Will Be Fine;(2021– );35 min;Comedy, Drama;63;344
The Killer Is Loose;(1956);73 min;Crime, Drama, Film-Noir;66;2137
Katt Williams: World War III;(2022 TV Special);59 min;Comedy;46;476
Jonah: A VeggieTales Movie;(2002);82 min;Animation, Adventure, Comedy;64;4260
Armed Girl's Machiavellism;(2017);;Animation, Action, Comedy;66;402
Angry Mom;(2015);70 min;Comedy, Drama;76;535
Spirit Riding Free: Riding Academy;(2020– );;Animation, Action, Adventure;72;110
Julie's Greenroom;(2017);27 min;Comedy, Family, Musical;82;331
Forest of Piano;(2018– );25 min;Animation, Adventure, Drama;72;937
The Idhun Chronicles;(2020–2021);25 min;Animation, Action, Adventure;54;585
The Journey Is the Destination;(2016);123 min;Drama;63;646
Skew;(2011);83 min;Horror, Thriller;44;2017
Phobia 2;(2009);125 min;Comedy, Fantasy, Horror;66;2627
CM101MMXI Fundamentals;(2013);139 min;Documentary, Comedy;91;46282
Conspiracy of Silence;(2018– );45 min;Crime, Drama, Thriller;65;566
The Naked Civil Servant;(1975 TV Movie);77 min;Biography, Comedy, Drama;79;1741
The Greatest Love;(2011);;Comedy, Drama, Romance;78;1084
Bert Kreischer: The Machine;(2016 TV Special);70 min;Comedy;76;1606
The Comedy Lineup;(2018– );15 min;Comedy;60;487
Under Arrest;(1993– );;Crime;74;308
Shepherds and Butchers;(2016);102 min;Crime, Drama, Mystery;68;3388
Cunk on Earth;(2022– );;Documentary, Comedy;79;64
H2O: Mermaid Adventures;(2015);25 min;Animation, Adventure, Comedy;55;205
Invasion 1897;(2014);113 min;Biography, Drama;34;105
Caste;;;Drama, History;;
The Last Word;(2020);40 min;Comedy, Drama;70;979
Suzzana: Buried Alive;(2018);125 min;Drama, Horror, Thriller;55;948
Monty Python: The Meaning of Live;(2014 TV Movie);90 min;Documentary;76;618
A Cut Above;(2022);90 min;Comedy;48;155
Audible;(2021);39 min;Documentary, Short, Sport;67;2395
Tayo, the Little Bus;(2010–2019);11 min;Animation, Comedy, Family;53;157
Lady Killer;;;Action, Crime, Thriller;;
The Martha Mitchell Effect;(2022);40 min;Documentary, Short, History;68;413
Byron Baes;(2022– );40 min;Reality-TV;27;507
Mama's Boy;(2018);102 min;Comedy;61;1105
Citation;(2020);151 min;Drama, Thriller;61;981
Revolutionary Sisters;(2021);70 min;Comedy, Drama, Mystery;62;30
X: Past Is Present;(2015);105 min;Drama, Mystery, Romance;52;715
LUV;(2012);94 min;Crime, Drama;59;2192
Followers;(2020);40 min;Drama, Romance;64;576
All About the Washingtons;(2018);25 min;Comedy, Music;46;731
Cupcake & Dino: General Services;(2018– );23 min;Animation, Action, Comedy;76;749
The Larva Island Movie;(2020);89 min;Animation, Adventure, Comedy;51;668
Fairy gone;(2019);23 min;Animation, Action, Fantasy;58;364
You've Fallen for Me;(2011);65 min;Drama, Music, Romance;72;1899
Win the Wilderness: Alaska;(2020);60 min;Documentary, Adventure, Game-Show;69;767
Deepa & Anoop;(2022– );25 min;Animation, Adventure, Comedy;86;42
Rajma Chawal;(2018);117 min;Comedy, Drama, Family;57;1884
Deuces;(2016);87 min;Action, Crime, Drama;58;1020
7 Years;(2016);77 min;Drama;67;4997
How Sarah Got Her Wings;(2015);88 min;Drama, Fantasy;55;1791
John Leguizamo's Latin History for Morons;(2018);91 min;Comedy;74;856
Naruto SD: Rock Lee & His Ninja Pals;(2012–2013);24 min;Animation, Action, Comedy;72;914
Mostly Sunny;(2016);83 min;Documentary;54;759
More Than Friends;(2020);70 min;Drama, Romance;67;444
El cartel 2 - La guerra total;(2010– );;Action, Crime, Horror;68;238
The Task;(2011);94 min;Horror;42;3527
3 Geezers!;(2013);81 min;Comedy;33;769
Puff: Wonders of the Reef;(2021);62 min;Documentary, Family;72;837
Bhangra Paa Le;(2020);131 min;Comedy, Drama, Music;62;372
El Conde;;;Comedy;;
Triad Princess;(2019);;Adventure, Drama;67;737
Welcome to the Family;(2018–2019);;Comedy;67;468
Thriller;(2018);87 min;Crime, Drama, Horror;36;1223
Milestone;(2020);98 min;Drama;66;654
Zoolander: Super Model;(2016 TV Movie);84 min;Animation, Comedy, Sci-Fi;49;168
Queer Eye: Germany;(2022– );45 min;Reality-TV;72;1143
K;(2012– );24 min;Animation, Action, Drama;70;2388
Shaun the Sheep: Adventures from Mossy Bottom;(2020– );14 min;Animation, Comedy, Family;80;592
Ungli;(2014);114 min;Crime, Drama, Thriller;58;3951
Have You Ever Seen Fireflies?;(2021);113 min;Comedy, Drama;61;5072
How to Fix a Drug Scandal;(2020);211 min;Documentary, Crime;70;3371
Say Goodnight to the Bad Guys;(2008 TV Movie);47 min;Comedy;79;3668
Our Godfather;(2019);92 min;Documentary, Crime, History;68;1587
Monty Python: Almost the Truth - The Lawyer's Cut;(2009);54 min;Documentary, Biography;81;1783
Òlòt?ré;(2019);106 min;Crime, Drama;55;810
Remember You;(2021– );60 min;Crime, Mystery, Romance;75;87
Bill Burr: I'm Sorry You Feel That Way;(2014 TV Special);80 min;Comedy;82;8296
I Do;(I) (2012);91 min;Drama, Romance;64;1178
River's Edge;(2018);118 min;Crime, Drama;62;975
Young, Famous & African;(2022– );45 min;Reality-TV;47;435
Country Queen;(2022– );60 min;Drama;52;220
A Land Imagined;(2018);95 min;Drama, Mystery;62;1325
Keith Richards: Under the Influence;(2015);81 min;Documentary, Music;71;3418
Dealer;(2021– );;Short, Action, Crime;61;685
Hasta el cielo;(2022);;Thriller;;
The Devil Punisher;(2020– );68 min;Fantasy, Mystery, Romance;58;169
Spark: A Burning Man Story;(2013);90 min;Documentary, Action, Biography;62;576
The Great Father;(2017);151 min;Action, Crime, Drama;69;7717
Di-eo Ma-i Peu-ren-jeu;(2016);70 min;Comedy, Drama;82;393
The Chanting Revisited;(2018);105 min;Comedy, Horror;46;693
Krishna and His Leela;(2020);125 min;Comedy, Romance;56;1603
League of Legends Origins;(2019);77 min;Documentary;65;1020
Kill Me If You Dare;(2019);104 min;Comedy, Romance;44;1804
Taxi Girl;(1977);93 min;Comedy;50;290
Carmel: Who Killed Maria Marta?;(2020);229 min;Documentary, Crime, Mystery;70;2515
Lady Tamara;(2022);225 min;Biography, Reality-TV;42;85
Boi;(2019);110 min;Mystery, Thriller;50;692
Champion;;;Drama, Musical;;
Levius;(2019);25 min;Animation, Action, Sci-Fi;70;554
A Little Thing Called First Love;(2019);;Comedy, Drama, Romance;79;410
The Big Day;(2021– );40 min;Reality-TV, Romance;47;347
BreadCrumbs;(2011);88 min;Horror, Thriller;32;874
Like in the Movies;(2020– );;Comedy, Romance;85;840
Alien TV;(2020–2021);;Animation, Comedy, Family;61;310
The Way Home;(II) (2010);89 min;Drama, Family;60;746
Rape Zombie: Lust of the Dead 2;(2013);67 min;Horror;34;437
Godzilla: Planet of the Monsters;(2017);89 min;Animation, Action, Adventure;60;8649
Taylor Swift: Reputation Stadium Tour;(2018 TV Special);125 min;Documentary, Music;84;5544
You Animal!;(2020);73 min;Animation, Comedy, Romance;64;278
The 43;(2019– );;Documentary;71;151
Cult of the Cobra;(1955);82 min;Fantasy, Horror;57;1372
Hot Gimmick: Girl Meets Boy;(2019);119 min;Drama;44;473
El Pepe: A Supreme Life;(2018);74 min;Documentary, Biography;71;1922
Pickpockets;(2018);108 min;Crime, Drama;54;1211
Pool Party;(2007);92 min;Comedy;52;1113
Daughters of Destiny;(2017– );60 min;Documentary;86;935
The Ape;(2009);81 min;Drama, Thriller;59;1795
Crazy Awesome Teachers;(2020);101 min;Comedy, Drama;61;460
The Sensuous Assassin;(1970);78 min;Mystery, Thriller;56;456
Rising Phoenix;(2020);105 min;Documentary, Sport;81;1704
Jiva!;(2021– );50 min;Drama;56;272
Grass is Greener;(2019);97 min;Documentary;71;1377
The Search;(2020);;Crime;56;639
Invisible;(II) (2017);87 min;Drama;60;787
Saving Capitalism;(2017);73 min;Documentary;68;3252
Trivia Quest;(2022– );9 min;Animation, Short, Adventure;57;213
Best Leftovers Ever!;(2020– );;Game-Show, Reality-TV;56;538
Drifting Dragons;(2020– );23 min;Animation, Adventure, Fantasy;60;608
Along Came Jones;(1945);90 min;Comedy, Romance, Western;64;2163
Amend: The Fight for America;(2021);;Documentary, History;78;1395
Hold Your Breath: The Ice Dive;(2022);40 min;Documentary, Short, Sport;65;597
The Inheritor;(1973);112 min;Action, Drama, Thriller;63;1203
Winnetou: The Last Shot;(1965);93 min;Action, Adventure, Western;66;2612
A Clean Sweep;(2022);;Sport;;
Dad Wanted;(2020);102 min;Comedy, Drama, Family;57;1095
Cat Burglar;(2022);12 min;Animation, Short, Comedy;66;477
The Deadly Affair;(2022);;Mystery, Romance, Thriller;82;17
Barracuda Queens;(2023– );;Crime, Drama, Thriller;;
A New York Christmas Wedding;(2020 TV Movie);88 min;Drama, Romance;53;1135
All Hail King Julien: Exiled;(2017);23 min;Animation, Short, Adventure;74;586
Transformers: Cyberverse;(2018–2021);11 min;Animation, Short, Action;66;377
The Intent;(2016);104 min;Crime, Drama;43;922
Hashoter Hatov;(2015–2019);30 min;Comedy;75;392
Stash House;(2012);99 min;Thriller;47;2776
Happiness Ever After;(2021);99 min;Drama, Romance;44;168
Lego Bionicle: The Journey to One;(2016);22 min;Animation, Action, Adventure;54;188
Mo;(2007);105 min;Comedy, Drama, Family;66;218
The Carer;(I) (2016);89 min;Comedy, Drama;65;1390
Kardec;(2019);110 min;Biography;61;1570
Kevin Hart: Let Me Explain;(2013);75 min;Documentary, Comedy;66;9080
Frank and Cindy;(2015);102 min;Comedy;61;873
Dave Chappelle: 8:46;(2020 TV Special);27 min;Short, Comedy;81;3358
Leyla Everlasting;(2020);112 min;Comedy;37;7551
Pinkfong and Baby Shark's Space Adventure;(2019);66 min;Animation, Adventure, Family;50;89
Japan Sinks: People of Hope;(2021– );;Drama;66;538
Trailer Park Boys: Don't Legalize It;(2014);95 min;Comedy, Crime, Drama;73;4763
How to Be a Man;(2013);85 min;Comedy;67;3304
Brahman Naman;(2016);95 min;Comedy;55;1915
Holiday Rush;(2019);92 min;Comedy, Drama, Family;49;2740
Oh, Hello on Broadway;(2017 TV Movie);104 min;Comedy;77;3161
Supermensch;(2013);85 min;Documentary, Biography, Music;74;3307
The Last Heist;(2016);84 min;Action, Horror, Thriller;36;2632
Larva Pendant;(2022);33 min;Animation, Short, Family;54;69
Confessions of a Drug Addicted High School Teacher;(2022– );;Comedy;;
The Death and Life of Marsha P. Johnson;(2017);105 min;Documentary, Biography;72;2992
Revisions;(2019– );36 min;Animation, Action, Sci-Fi;59;623
Dovlatov;(2018);126 min;Biography, Drama;64;2027
Untitled Charlie Brooker/Netflix Project;;;Comedy;;
The Chosen;(2015);88 min;Horror, Thriller;35;2149
Secrets of War;(2014);95 min;Drama, Family, History;71;1950
Transformers: BotBots;(2022– );25 min;Animation, Action, Adventure;69;84
Hollywood & Wine;(2011 Video);95 min;Comedy;35;429
Battle;(I) (2018);95 min;Drama, Romance;59;4300
Super-Normal;;;Action, Adventure, Comedy;;
Todas las veces que nos enamoramos;(2022– );;Comedy, Drama;;
Dave Chappelle: The Bird Revelation;(2017 TV Special);49 min;Comedy;78;10143
Lost & Found Music Studios;(2015–2016);30 min;Family, Music;64;648
Iron Man and Captain America: Heroes United;(2014 Video);71 min;Animation, Action, Adventure;55;1788
Restaurants on the Edge;(2019– );;Reality-TV;68;1003
Heeramandi;;;Drama, History, Romance;;
Amor con fianza;(2021– );;Reality-TV;57;270
Sea of Love;(2022– );10 min;Animation, Adventure, Comedy;88;40
Transformers: Rescue Bots Academy;(2019–2021);11 min;Animation, Action, Adventure;62;108
Dark Summer;(2015);81 min;Horror, Thriller;42;3354
Aliens: Zone of Silence;(2017);79 min;Horror, Mystery, Sci-Fi;34;577
Louis C.K. 2017;(2017 TV Special);74 min;Comedy;76;10306
Paranoid;(I) (2000);93 min;Crime, Horror, Thriller;39;2334
De gelukkige huisvrouw;(2010);100 min;Comedy, Drama, Romance;67;2887
Maska;(I) (2020);111 min;Comedy, Drama, Romance;59;1466
Monty Python's Fliegender Zirkus;(1972);87 min;Comedy;81;2165
Doll House;(2022);107 min;Drama;;
Hero Mask;(2018–2019);25 min;Animation, Action, Crime;62;692
Le Coup de Foudre;(2019– );45 min;Comedy, Romance;81;287
Dügün Dernek 2: Sünnet;(2015);112 min;Comedy;63;10507
Nerdland;(2016);85 min;Animation, Comedy;53;1086
Daniel Sloss: Live Shows;(2018);118 min;Comedy;85;3569
Dirty John, The Dirty Truth;(2019 TV Movie);88 min;Documentary, Crime;61;1892
All That Matters Is Past;(2012);105 min;Drama;59;767
Tiny Creatures;(2020);;Documentary, Short, Drama;50;1263
Christina P.: Mom Genes;(2022 TV Special);62 min;Documentary, Comedy;59;675
Miss Representation;(2011);85 min;Documentary;75;3769
Ali Wong: Baby Cobra;(2016 TV Special);60 min;Comedy;75;7129
DMT: The Spirit Molecule;(2010);75 min;Documentary;71;4730
Son;(2012–2013);90 min;Adventure, Drama, Mystery;74;859
Daddy Issues;(I) (2018);81 min;Drama, Romance;42;762
Beyond the Universe;(2022);126 min;Comedy, Drama, Romance;;
Insiders;(2021– );;Reality-TV;42;767
The Surrogate;(2013 TV Movie);90 min;Drama, Mystery, Thriller;45;617
Rudy Habibie;(2016);124 min;Biography, Drama, Romance;75;852
Ready to Mingle;(2019);95 min;Comedy;59;2399
Coming Out Colton;(2021– );;Reality-TV;67;1178
The Boss Baby: Get That Baby!;(2020);24 min;Animation, Short, Adventure;49;368
